festival,festivalLabel,countryLabel,coord,genreLabel,setlist_fm_festival_ID,identificador_MusicBrainz_de_serie
http://www.wikidata.org/entity/Q1347,Festival Grushinsky,Rusia,Point(49.90833333 53.47194444),canción de bardo,,
http://www.wikidata.org/entity/Q18544,Download Festival,Reino Unido,Point(-1.379555555 52.829805555),rock alternativo,,cd2fb5c0-2116-46c2-8e3a-7135804ce68f
http://www.wikidata.org/entity/Q18544,Download Festival,Reino Unido,Point(-1.379555555 52.829805555),movimiento punk,,cd2fb5c0-2116-46c2-8e3a-7135804ce68f
http://www.wikidata.org/entity/Q18544,Download Festival,Reino Unido,Point(-1.379555555 52.829805555),heavy metal tradicional,,cd2fb5c0-2116-46c2-8e3a-7135804ce68f
http://www.wikidata.org/entity/Q115854,Festival de Lucerna,Suiza,Point(8.311944444 47.050277777),música clásica,,a9d83bfc-ef64-440f-958d-675d65bc9f72
http://www.wikidata.org/entity/Q124484,Pohoda,Eslovaquia,Point(17.997494 48.8642),Various,,
http://www.wikidata.org/entity/Q143390,Paléo Festival Nyon,Suiza,Point(6.2121 46.4051),rock,,ae564dd3-49ad-4a96-be35-7e2309615f24
http://www.wikidata.org/entity/Q147457,Zappanale,Alemania,Point(11.86777778 54.12277778),,23d6ac0f,002b89f4-0d9a-4e0b-8146-71a5c7d07567
http://www.wikidata.org/entity/Q153998,Love Parade,Alemania,Point(13.38 52.52),rave,,
http://www.wikidata.org/entity/Q157596,Festival de Bayreuth,Alemania,Point(11.579722222 49.96),ópera,,ae341de8-5d50-4ad5-8e2d-f5ee60bddd1b
http://www.wikidata.org/entity/Q157845,Wacken Open Air,Alemania,Point(9.356111111 54.028333333),heavy metal,,97bbae22-34ad-44c1-99ba-bce104c73dd1
http://www.wikidata.org/entity/Q160109,Rock am Ring,Alemania,Point(6.946667 50.336111),rock,,ca3e512b-4156-46f8-893f-2d87a89d0141
http://www.wikidata.org/entity/Q172971,Earthshaker Fest,Alemania,Point(10.9833 49.8167),,,
http://www.wikidata.org/entity/Q188374,Festivali I Këngës,Albania,Point(19.821944444 41.319166666),,,
http://www.wikidata.org/entity/Q189213,Zelt-Musik-Festival,Alemania,Point(7.78038 48.008913),,,
http://www.wikidata.org/entity/Q196148,Festival Internacional de Benicasim,España,Point(0.069444 40.0472),pop,,3d46825a-c176-473b-ae55-1247c283c2e0
http://www.wikidata.org/entity/Q206959,Festival de la Canción de San Remo,,Point(7.775 43.8175),show de televisión,,96f07975-a6ac-42fa-8293-73bf008b0dc0
http://www.wikidata.org/entity/Q206959,Festival de la Canción de San Remo,,Point(7.777546924 43.817662414),show de televisión,,96f07975-a6ac-42fa-8293-73bf008b0dc0
http://www.wikidata.org/entity/Q206959,Festival de la Canción de San Remo,,Point(7.775 43.8175),televisión musical,,96f07975-a6ac-42fa-8293-73bf008b0dc0
http://www.wikidata.org/entity/Q206959,Festival de la Canción de San Remo,,Point(7.777546924 43.817662414),televisión musical,,96f07975-a6ac-42fa-8293-73bf008b0dc0
http://www.wikidata.org/entity/Q219474,Pori Jazz,Finlandia,Point(21.7807 61.4961),jazz,,97a7cdce-6ec9-4fd1-bdc8-cef5c9d0797d
http://www.wikidata.org/entity/Q247500,Hellfest,Francia,Point(-1.2825 47.08777778),heavy metal,,728d4b81-b03d-4111-baf6-4d4c08c05798
http://www.wikidata.org/entity/Q248639,Zürich Openair,Suiza,Point(8.55463 47.43862),,2bd6b00e,f5c311d5-e44e-4e4b-92b4-01f2389819ea
http://www.wikidata.org/entity/Q249507,Rheinkultur,Alemania,Point(7.14513659 50.7095652),,,
http://www.wikidata.org/entity/Q281630,Magic Circle Festival,Alemania,Point(9.006031 51.356589),,,345489c9-aa12-4cfb-8540-d86bdb0aa3c2
http://www.wikidata.org/entity/Q309066,Festival de Glastonbury,Reino Unido,Point(-2.586944444 51.149722222),,,5ac7370c-3e8f-41f5-ac8f-11bfd8ca32be
http://www.wikidata.org/entity/Q315433,Summerjam,Alemania,Point(6.92688 51.02272),,,
http://www.wikidata.org/entity/Q322386,Melt! Festival,Alemania,Point(12.448611111 51.758222222),,,bad8b663-30bf-49b7-a700-a709ddf79820
http://www.wikidata.org/entity/Q324860,Party.San Metal Open Air,Alemania,Point(10.6352 51.2673),,,494346ac-29f6-448c-a18c-c9a13f10899e
http://www.wikidata.org/entity/Q325448,Berliner Festspiele,Alemania,Point(13.3288711 52.498579),,,
http://www.wikidata.org/entity/Q365976,Seefestspiele Mörbisch,Austria,Point(16.698888888 47.753888888),,,
http://www.wikidata.org/entity/Q385333,Qlimax,Países Bajos,Point(5.89277778 51.96416667),hard dance,,12ebf7c2-4253-4fb4-91ae-5143cd2e79d5
http://www.wikidata.org/entity/Q385333,Qlimax,Países Bajos,Point(5.89277778 51.96416667),hard dance,,f493d6fe-bca1-4db9-bcda-08c958c5dd15
http://www.wikidata.org/entity/Q408039,Airbeat One,Alemania,Point(11.616388888 53.360555555),,,
http://www.wikidata.org/entity/Q434319,Altamont Speedway Free Festival,Estados Unidos,Point(-121.561111111 37.739444444),rock,,
http://www.wikidata.org/entity/Q452408,Nature One,Alemania,Point(7.4225 50.043333333),música de baile electrónica,,
http://www.wikidata.org/entity/Q460068,Bang Your Head!!!,Alemania,Point(8.8455 48.26366667),heavy metal,,c99571cc-e4b5-4dda-a3bd-999c90a8dec4
http://www.wikidata.org/entity/Q477355,Slane Concert,Irlanda,Point(-6.55986 53.70917),rock,,9d476f6d-01b5-4374-90eb-60698059c087
http://www.wikidata.org/entity/Q488816,Asia Song Festival,Corea del Sur,Point(126.99 37.56),,,
http://www.wikidata.org/entity/Q490328,Hurricane Festival,Alemania,Point(9.5225 53.159444),rock,,5c8e308d-0e52-438f-b7c9-fa215ab202d4
http://www.wikidata.org/entity/Q493324,Riddu Riđđu,Noruega,Point(20.52888889 69.525),,,
http://www.wikidata.org/entity/Q493819,Festival de Roskilde,Dinamarca,Point(12.076666666 55.621666666),rock,,49384592-6f65-4294-8024-4b36ce28af81
http://www.wikidata.org/entity/Q521252,Southside Festival,Alemania,Point(8.904167 47.976944),rock alternativo,,b3534b06-6660-4f2c-8ade-9e140c641569
http://www.wikidata.org/entity/Q530330,Festival Pau Casals,Francia,Point(2.42278 42.6181),,,ba57ae55-dd6f-4b4d-a234-39c4aa7689fa
http://www.wikidata.org/entity/Q530944,Festival del Bulevar de los jóvenes músicos,Marruecos,Point(-7.64666667 33.56),rapear,,
http://www.wikidata.org/entity/Q530944,Festival del Bulevar de los jóvenes músicos,Marruecos,Point(-7.64666667 33.56),hip-hop,,
http://www.wikidata.org/entity/Q530944,Festival del Bulevar de los jóvenes músicos,Marruecos,Point(-7.64666667 33.56),heavy metal,,
http://www.wikidata.org/entity/Q530944,Festival del Bulevar de los jóvenes músicos,Marruecos,Point(-7.64666667 33.56),jazz fusión,,
http://www.wikidata.org/entity/Q544673,Nova Rock Festival,Austria,Point(17.08471 47.91205),hard rock,,7d0d77e7-bfdf-42a2-9ffe-b472c00d7c70
http://www.wikidata.org/entity/Q558076,Ann Arbor Blues and Jazz Festival,Estados Unidos,Point(-83.79472222 42.21138889),blues,,a3e60a71-9439-4274-ab60-275d88b4065f
http://www.wikidata.org/entity/Q3346171,Nuits Sonores,Francia,Point(4.8342 45.7673),,,
http://www.wikidata.org/entity/Q3346192,Q3346192,Francia,Point(5.883124 44.21157),,,
http://www.wikidata.org/entity/Q3357759,Ottawa Bluesfest,Canadá,Point(-75.716666666 45.416666666),blues,,8b3a2e0a-e937-4148-ba5a-6fca8cd320d5
http://www.wikidata.org/entity/Q3397919,Popanalia,Francia,Point(7.1129 43.6216),jazz,,
http://www.wikidata.org/entity/Q3400448,Faenol Festival,Reino Unido,Point(-4.1949 53.2013),,,
http://www.wikidata.org/entity/Q3417886,Raismes Fest,,Point(3.4818774 50.3972513),rock,,
